person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,pd
24,91800,RENT,4.0,PERSONAL,C,25000,13.43,0,0.27,Y,3,0.26051975701607344
25,92000,RENT,6.0,HOMEIMPROVEMENT,B,25000,12.69,0,0.27,N,3,0.28458519735006865
24,92000,RENT,1.0,VENTURE,C,25000,12.73,0,0.27,Y,4,0.18417436861073627
23,93600,RENT,3.0,VENTURE,D,25000,15.21,0,0.27,N,4,0.6238852005886247
23,15000,MORTGAGE,1.0,MEDICAL,C,1750,12.68,0,0.12,Y,3,0.1954661437723222
23,70550,RENT,3.0,MEDICAL,F,25000,19.04,1,0.3,Y,4,0.937299225992179
25,83800,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.95,1,0.3,Y,3,0.8953577626859625
26,175000,MORTGAGE,3.0,VENTURE,A,2600,8.9,0,0.01,N,4,0.004221814819242361
25,175000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,7.9,0,0.05,N,2,0.009979467555791814
22,175000,MORTGAGE,6.0,EDUCATION,B,18000,,0,0.1,N,2,0.016618395591812524
23,175000,MORTGAGE,8.0,PERSONAL,B,21000,11.99,0,0.12,N,3,0.021493407616099414
23,15000,OWN,4.0,DEBTCONSOLIDATION,C,4000,13.98,1,0.27,N,4,0.3501946341143375
23,15000,OWN,4.0,VENTURE,B,4600,10.99,1,0.31,N,2,0.11436878694215681
22,88000,RENT,6.0,DEBTCONSOLIDATION,D,25000,15.58,1,0.28,Y,2,0.8347731106697929
25,74800,RENT,2.0,MEDICAL,B,25000,10.99,1,0.28,N,2,0.4274656740463212
25,88000,RENT,0.0,VENTURE,D,25000,14.96,1,0.28,N,4,0.6549482561614405
25,15000,OWN,2.0,HOMEIMPROVEMENT,D,1750,15.31,0,0.12,Y,4,0.4999565918683364
26,88000,RENT,2.0,VENTURE,D,25000,15.65,1,0.28,N,3,0.6591932133360048
25,100000,RENT,1.0,VENTURE,B,25000,9.33,0,0.25,N,4,0.07171561593717923
23,15000,MORTGAGE,0.0,PERSONAL,C,3600,13.47,1,0.24,N,4,0.19631118761183608
24,102400,RENT,8.0,PERSONAL,B,25000,10.36,0,0.24,N,3,0.09663010223682528
24,92000,RENT,1.0,HOMEIMPROVEMENT,E,25000,16.77,1,0.27,Y,4,0.8639780257804609
23,93000,RENT,0.0,DEBTCONSOLIDATION,D,25000,14.59,1,0.27,Y,2,0.8502056511068685
22,175000,RENT,6.0,VENTURE,C,3500,11.91,0,0.02,Y,2,0.03156958700245566
23,175000,MORTGAGE,3.0,EDUCATION,A,7200,8.38,0,0.04,N,3,0.00511802662410966
25,174708,RENT,9.0,VENTURE,B,9000,10.59,0,0.05,N,3,0.02281274335180594
25,174000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8800,14.27,0,0.05,N,3,0.037620874876843007
26,174000,RENT,8.0,DEBTCONSOLIDATION,B,12000,12.53,0,0.07,N,4,0.08461366950615248
25,162000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,25000,16.0,1,0.15,Y,3,0.39492286682476596
26,173467,MORTGAGE,10.0,VENTURE,B,10000,11.71,0,0.06,N,4,0.010004575693676973
21,15000,OWN,0.0,HOMEIMPROVEMENT,C,3175,11.54,1,0.21,Y,3,0.1794201760147363
25,96000,RENT,2.0,HOMEIMPROVEMENT,E,25000,15.68,1,0.26,Y,4,0.8621578203883327
21,15120,MORTGAGE,0.0,EDUCATION,B,1500,10.59,0,0.1,N,2,0.08576170483637197
24,97908,RENT,8.0,HOMEIMPROVEMENT,D,25000,12.61,1,0.26,Y,2,0.797332296834038
26,110000,RENT,3.0,PERSONAL,C,25000,,0,0.23,Y,2,0.12895987488066205
23,15204,MORTGAGE,7.0,PERSONAL,A,2800,8.49,1,0.18,N,3,0.07101086754799855
25,159600,RENT,0.0,PERSONAL,D,30000,17.27,1,0.19,Y,4,0.5813962768893247
24,171500,RENT,6.0,DEBTCONSOLIDATION,A,18000,8.9,0,0.1,N,4,0.05200522218610519
25,170004,MORTGAGE,3.0,MEDICAL,B,10000,11.11,0,0.06,N,4,0.02964573303135697
24,158004,RENT,0.0,HOMEIMPROVEMENT,D,25000,14.59,1,0.16,Y,2,0.6767741360199488
26,170000,RENT,0.0,VENTURE,B,13000,12.42,0,0.08,N,3,0.04116880251979356
24,83300,RENT,0.0,MEDICAL,D,25000,,1,0.26,N,2,0.8888107172487639
24,110000,RENT,7.0,HOMEIMPROVEMENT,D,25000,15.7,0,0.23,Y,2,0.6510926416060386
22,15360,OWN,7.0,HOMEIMPROVEMENT,B,2500,12.53,1,0.16,N,3,0.1177435671353814
25,134300,RENT,3.0,MEDICAL,D,5000,16.49,1,0.03,N,2,0.4411051213751591
25,170000,MORTGAGE,2.0,EDUCATION,A,20000,7.49,0,0.12,N,2,0.01011075119228007
22,100580,RENT,6.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.25,Y,2,0.685881542217942
25,113000,RENT,7.0,MEDICAL,C,25000,12.73,0,0.22,Y,4,0.1993746859427686
24,120000,RENT,8.0,EDUCATION,B,25000,10.65,0,0.21,N,4,0.07646114229225598
25,120000,RENT,6.0,MEDICAL,B,25000,10.74,0,0.21,N,2,0.1612655218532982
23,120000,RENT,7.0,EDUCATION,B,25000,9.99,0,0.21,N,2,0.07847650945408752
24,91800,RENT,5.0,MEDICAL,D,25000,15.33,1,0.23,Y,2,0.6716571060546227
21,15600,OWN,5.0,VENTURE,A,1000,7.29,0,0.06,N,4,0.017092137915288772
26,108000,RENT,2.0,PERSONAL,D,25000,15.05,1,0.23,N,3,0.5776475049704127
26,129996,RENT,6.0,PERSONAL,B,25000,10.75,0,0.19,N,3,0.0983865255004673
23,130000,RENT,4.0,EDUCATION,D,25000,16.02,0,0.19,Y,2,0.5077083838680589
23,130000,RENT,7.0,VENTURE,B,25000,11.49,0,0.19,N,4,0.06049538382818377
25,170000,OWN,4.0,EDUCATION,B,20000,12.53,0,0.12,N,4,0.010360138629998492
26,170000,MORTGAGE,0.0,VENTURE,C,12000,13.57,0,0.07,Y,2,0.01663614721377617
22,169000,RENT,1.0,PERSONAL,B,14000,11.14,0,0.08,N,3,0.06855734098463723
26,168750,RENT,10.0,MEDICAL,C,24250,12.87,0,0.14,Y,3,0.141021930622563
23,168600,RENT,3.0,EDUCATION,B,20000,11.58,0,0.12,N,3,0.051238171745777536
24,168288,RENT,5.0,HOMEIMPROVEMENT,B,1800,11.12,0,0.01,N,3,0.060905146755033605
25,168000,MORTGAGE,2.0,PERSONAL,B,35000,10.65,0,0.21,N,2,0.042225324954396216
24,133300,RENT,6.0,DEBTCONSOLIDATION,B,25000,10.37,0,0.19,N,2,0.16748106848027322
24,15600,OWN,5.0,HOMEIMPROVEMENT,A,3300,6.39,1,0.21,N,4,0.06161573577734785
24,134000,RENT,8.0,PERSONAL,D,25000,16.07,0,0.19,Y,3,0.5403042444852026
25,134000,RENT,7.0,MEDICAL,B,25000,10.62,0,0.19,N,2,0.15906179158342193
25,15600,OWN,0.0,VENTURE,F,3200,18.09,1,0.21,N,2,0.5721580295614838
25,135000,RENT,5.0,EDUCATION,B,25000,11.36,0,0.19,N,4,0.07788705996187896
26,135660,RENT,10.0,DEBTCONSOLIDATION,B,25000,12.53,0,0.18,N,4,0.1626366767550036
25,145000,RENT,0.0,EDUCATION,B,25000,9.99,0,0.17,N,4,0.08629423449356136
23,150000,RENT,4.0,EDUCATION,B,25000,10.36,0,0.17,N,3,0.08225527980547093
23,165000,MORTGAGE,3.0,EDUCATION,A,9600,5.99,0,0.06,N,3,0.007079130254276518
22,153000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,24000,15.62,1,0.16,Y,2,0.4237827575847901
24,165000,MORTGAGE,5.0,PERSONAL,B,20000,10.37,0,0.12,N,4,0.020983239931149984
25,165000,MORTGAGE,0.0,HOMEIMPROVEMENT,F,25000,19.74,0,0.15,N,4,0.5024125438632123
21,165000,MORTGAGE,5.0,EDUCATION,A,20000,6.91,0,0.12,N,4,0.008704472885605344
23,16000,OWN,7.0,MEDICAL,A,6000,7.9,1,0.38,N,2,0.3770703698969853
23,16000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,2275,13.06,0,0.14,Y,4,0.1997513823098089
23,16000,OWN,7.0,PERSONAL,A,2000,6.39,0,0.13,N,3,0.02745792567278014
23,148000,RENT,1.0,DEBTCONSOLIDATION,E,25000,14.93,1,0.17,N,3,0.7642125716235814
23,16000,MORTGAGE,1.0,MEDICAL,C,5600,12.84,1,0.35,N,4,0.7715701883971896
24,16020,OWN,3.0,VENTURE,E,3625,17.14,1,0.23,Y,2,0.43829856164
22,16094,MORTGAGE,2.0,VENTURE,A,5500,7.14,1,0.34,N,3,0.34451713067262135
25,175000,RENT,2.0,PERSONAL,A,25000,8.9,0,0.14,N,2,0.042086084759487226
22,16200,OWN,6.0,PERSONAL,B,2000,12.42,0,0.12,N,3,0.04993744679047136
24,185000,RENT,7.0,HOMEIMPROVEMENT,C,25000,12.68,0,0.14,Y,2,0.1318511617863501
25,162000,RENT,9.0,PERSONAL,C,25000,11.03,0,0.15,N,2,0.09029871922602985
26,161000,RENT,10.0,VENTURE,A,30000,7.9,0,0.19,N,4,0.03156114677770902
22,160000,MORTGAGE,0.0,MEDICAL,B,35000,10.65,0,0.22,N,4,0.074933296343704
25,225000,RENT,5.0,VENTURE,B,25000,11.86,0,0.11,N,4,0.03785097089683373
25,16400,OWN,1.0,PERSONAL,A,5000,8.94,1,0.3,N,4,0.10097800932510179
23,16500,OWN,6.0,VENTURE,B,4375,9.63,1,0.27,N,4,0.10307603641368028
25,49500,RENT,6.0,PERSONAL,C,24750,14.22,1,0.5,N,3,0.7447052759629389
23,60000,RENT,4.0,DEBTCONSOLIDATION,B,24750,9.33,1,0.41,N,3,0.7979815501784157
24,84200,RENT,8.0,MEDICAL,C,24500,13.85,0,0.29,N,4,0.45690478060077094
22,16800,MORTGAGE,5.0,EDUCATION,B,2000,10.65,0,0.12,N,2,0.06931252079728094
24,92000,RENT,8.0,MEDICAL,B,24500,11.46,0,0.27,N,4,0.28686570693915403
23,160000,MORTGAGE,5.0,PERSONAL,A,35000,7.66,0,0.22,N,2,0.01923211216836334
24,160000,MORTGAGE,9.0,VENTURE,E,12000,16.77,0,0.07,N,4,0.13249876888424797
25,160000,MORTGAGE,1.0,PERSONAL,B,12000,9.63,0,0.07,N,4,0.020353575070121786
26,160000,RENT,6.0,PERSONAL,C,25000,12.23,0,0.16,Y,4,0.11393133074351128
25,125800,MORTGAGE,0.0,MEDICAL,D,10000,14.09,1,0.07,N,4,0.2753979999487977
25,54000,RENT,2.0,PERSONAL,C,24250,13.98,1,0.45,N,4,0.7678394487756846
23,62500,RENT,1.0,EDUCATION,B,24250,10.62,1,0.39,N,4,0.637276774922089
24,16800,MORTGAGE,,DEBTCONSOLIDATION,A,3900,,1,0.23,N,3,0.13750496093936115
25,68400,RENT,9.0,PERSONAL,E,24250,17.56,1,0.35,N,4,0.9599075390967324
26,56045,RENT,1.0,MEDICAL,D,24250,14.96,1,0.37,N,2,0.9774233065564695
22,74000,RENT,7.0,DEBTCONSOLIDATION,D,24250,15.65,1,0.33,Y,2,0.9689669943682833
24,65453,RENT,9.0,MEDICAL,D,24250,15.7,1,0.31,N,2,0.8871424044858219
24,89908,RENT,1.0,VENTURE,B,24250,12.53,0,0.27,N,3,0.1516915401239672
26,78000,RENT,0.0,HOMEIMPROVEMENT,E,24250,17.56,1,0.31,Y,3,0.9066870936743369
23,100000,RENT,0.0,PERSONAL,C,24250,12.87,0,0.24,Y,2,0.14583147362945914
23,103000,RENT,6.0,PERSONAL,D,24250,15.7,0,0.24,N,2,0.5491850558734175
25,160000,MORTGAGE,2.0,EDUCATION,A,9000,,0,0.06,N,3,0.008199559501666065
25,160000,OWN,5.0,VENTURE,B,15000,11.14,0,0.09,N,4,0.006884517666829282
24,160000,MORTGAGE,3.0,VENTURE,D,20000,16.0,0,0.13,N,3,0.15189554716630926
23,160000,MORTGAGE,2.0,EDUCATION,D,25000,15.65,0,0.16,Y,2,0.25797285856700164
26,160000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,13750,,0,0.09,N,4,0.05289305168926173
21,160000,MORTGAGE,3.0,VENTURE,D,15250,15.31,0,0.1,Y,4,0.1260832143238036
25,160000,MORTGAGE,3.0,VENTURE,C,20000,13.47,0,0.13,Y,2,0.020650452225549135
22,16800,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4750,13.85,1,0.28,Y,2,0.47687637403256355
25,111996,RENT,9.0,PERSONAL,D,24250,,0,0.22,N,3,0.548914202582276
21,16800,MORTGAGE,0.0,VENTURE,B,6000,10.39,1,0.36,N,4,0.4764390410887637
25,115200,RENT,0.0,HOMEIMPROVEMENT,B,24250,11.36,0,0.21,N,2,0.17560996868345158
23,144000,RENT,0.0,EDUCATION,B,24250,11.83,0,0.17,N,3,0.08903292652716059
23,287000,RENT,3.0,EDUCATION,B,24250,12.53,0,0.08,N,3,0.056217293451110824
22,108000,RENT,1.0,HOMEIMPROVEMENT,D,24150,14.96,1,0.22,Y,3,0.6958869382830998
22,43000,RENT,7.0,DEBTCONSOLIDATION,C,24000,13.85,1,0.56,Y,3,0.8677112796395055
23,47004,RENT,1.0,VENTURE,B,24000,11.58,1,0.51,N,4,0.6459743300422698
24,48000,RENT,4.0,VENTURE,D,24000,16.29,1,0.5,Y,2,0.9491926777020887
26,48000,RENT,4.0,MEDICAL,A,24000,,1,0.5,N,3,0.7156218930273003
21,44964,RENT,2.0,EDUCATION,D,24000,16.29,1,0.53,Y,2,0.9634848112206043
25,52000,RENT,,PERSONAL,B,24000,10.74,1,0.46,N,2,0.6942680455433425
22,17352,MORTGAGE,,EDUCATION,C,2250,15.27,0,0.13,Y,3,0.10975093825163398
24,47000,RENT,3.0,PERSONAL,F,24000,17.8,1,0.51,N,2,0.9831118578629137
22,17400,MORTGAGE,6.0,VENTURE,B,1000,11.36,0,0.06,N,2,0.059091454564234196
22,49000,RENT,2.0,MEDICAL,E,24000,17.56,1,0.49,N,4,0.9869754901714927
26,60000,RENT,0.0,PERSONAL,A,24000,7.9,1,0.4,N,4,0.5301041140944649
25,60000,RENT,3.0,PERSONAL,B,24000,10.99,1,0.4,N,4,0.6668282496611365
22,60000,RENT,0.0,PERSONAL,A,24000,7.29,1,0.4,N,3,0.5486618761720672
21,60000,RENT,5.0,MEDICAL,B,24000,10.75,1,0.4,N,2,0.7801019424778258
26,62004,RENT,9.0,DEBTCONSOLIDATION,A,24000,7.9,1,0.39,N,3,0.6418601870152281
22,62400,RENT,3.0,EDUCATION,D,24000,14.84,1,0.38,N,2,0.9477101423711525
26,65000,RENT,10.0,DEBTCONSOLIDATION,A,24000,,1,0.37,N,2,0.6157262077584398
22,17760,MORTGAGE,6.0,EDUCATION,C,4975,,1,0.28,Y,3,0.2643017556399189
23,59000,RENT,5.0,DEBTCONSOLIDATION,E,24000,19.69,1,0.41,Y,2,0.9806403639343532
23,66000,RENT,6.0,VENTURE,A,24000,,1,0.36,N,4,0.34211215374650167
24,60000,RENT,0.0,VENTURE,D,24000,14.96,1,0.4,N,4,0.9372612437714478
25,66143,RENT,9.0,EDUCATION,A,24000,6.99,1,0.36,N,3,0.4011192130414498
22,62250,RENT,3.0,PERSONAL,E,24000,16.45,1,0.39,Y,4,0.9664094424583463
24,70000,RENT,8.0,EDUCATION,B,24000,10.99,1,0.34,N,4,0.5604268901746438
23,74000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,1,0.32,N,2,0.4017001906803122
22,18000,OWN,3.0,PERSONAL,A,3000,7.9,1,0.17,N,4,0.041407054726762905
22,75000,RENT,6.0,EDUCATION,B,24000,12.69,1,0.32,N,4,0.22418721339242442
24,75000,RENT,9.0,MEDICAL,B,24000,10.37,1,0.32,N,3,0.38485987965700635
24,75000,RENT,7.0,HOMEIMPROVEMENT,C,24000,,1,0.32,N,3,0.4405534803367466
26,69000,RENT,0.0,DEBTCONSOLIDATION,F,24000,15.83,1,0.35,N,3,0.9876634451090078
23,78000,RENT,4.0,PERSONAL,C,24000,13.92,1,0.31,N,3,0.36065454042991285
22,18000,OWN,,VENTURE,B,2000,11.49,0,0.11,N,3,0.033380126344537846
24,80000,RENT,2.0,MEDICAL,B,24000,10.25,0,0.3,N,2,0.4227615294033158
22,18000,OWN,1.0,HOMEIMPROVEMENT,A,3500,7.49,1,0.19,N,4,0.07553675291483161
23,18000,OWN,3.0,EDUCATION,A,4000,5.99,1,0.22,N,2,0.034614031458663895
23,74700,RENT,6.0,PERSONAL,D,24000,12.92,1,0.32,N,2,0.7942459130066521
26,88596,RENT,3.0,PERSONAL,B,24000,11.58,0,0.27,N,3,0.2029411905816703
25,95000,RENT,4.0,EDUCATION,A,24000,8.9,0,0.25,N,2,0.04584885142551655
22,83000,RENT,6.0,DEBTCONSOLIDATION,E,24000,19.69,1,0.29,N,3,0.9102112577343104
25,95000,RENT,9.0,VENTURE,A,24000,6.54,0,0.25,N,4,0.03128382807830245
21,18000,OWN,3.0,HOMEIMPROVEMENT,D,4900,14.54,1,0.27,Y,4,0.7722789448758218
21,18000,OWN,,EDUCATION,B,5000,11.11,1,0.28,N,2,0.14228614855063948
26,100000,RENT,5.0,PERSONAL,C,24000,12.73,0,0.24,N,4,0.12469073026463288
24,110000,RENT,7.0,VENTURE,D,24000,15.62,0,0.22,N,4,0.4159225860172123
24,18000,OWN,0.0,HOMEIMPROVEMENT,A,6250,6.54,1,0.35,N,4,0.39248295183541315
22,98000,RENT,7.0,DEBTCONSOLIDATION,F,24000,,1,0.24,Y,2,0.8027144706588144
26,103872,RENT,6.0,DEBTCONSOLIDATION,G,24000,20.03,1,0.23,N,4,0.9906882899364127
22,120000,RENT,4.0,EDUCATION,B,24000,9.91,0,0.2,N,4,0.08719823312922587
24,120000,RENT,1.0,VENTURE,B,24000,12.69,0,0.2,N,4,0.07276430432965386
26,108000,RENT,9.0,EDUCATION,G,24000,20.16,1,0.22,N,3,0.9790480075641804
24,124080,RENT,4.0,PERSONAL,D,24000,16.49,0,0.19,Y,4,0.5592994729343251
23,18000,MORTGAGE,1.0,MEDICAL,D,2500,15.95,1,0.14,N,2,0.7025811089645334
24,130000,RENT,7.0,DEBTCONSOLIDATION,B,24000,11.49,0,0.18,N,3,0.16664683555235293
25,135000,RENT,8.0,PERSONAL,B,24000,10.99,0,0.18,N,2,0.09946392988846947
24,135000,RENT,4.0,HOMEIMPROVEMENT,C,24000,13.79,0,0.18,N,2,0.214207270565895
23,114750,RENT,2.0,MEDICAL,G,24000,20.03,1,0.18,Y,3,0.9917072148802075
23,150000,RENT,0.0,EDUCATION,A,24000,7.49,0,0.16,N,4,0.04522261989500449
23,138000,RENT,7.0,DEBTCONSOLIDATION,D,24000,16.0,1,0.17,Y,2,0.6724545319889835
24,18000,OWN,6.0,PERSONAL,A,13000,7.88,1,0.72,N,3,0.31219398586153674
21,18000,OWN,0.0,VENTURE,B,6250,10.62,1,0.35,N,4,0.3380714475554244
26,155000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,0,0.15,N,4,0.11440904247255064
26,148000,RENT,1.0,EDUCATION,F,24000,18.3,1,0.16,N,2,0.6752641678871377
26,170000,RENT,3.0,DEBTCONSOLIDATION,C,24000,,0,0.14,Y,2,0.1559682511965557
21,18000,OWN,1.0,PERSONAL,B,2500,11.36,0,0.14,N,3,0.06611076687246153
24,43896,RENT,8.0,HOMEIMPROVEMENT,B,23975,,1,0.55,N,2,0.8044500858627867
23,120000,RENT,4.0,MEDICAL,C,23750,13.47,0,0.2,N,2,0.2226096642232328
24,54996,RENT,2.0,PERSONAL,B,23600,11.89,1,0.43,N,3,0.7085374003547613
24,18000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,10000,12.18,1,0.56,N,2,0.7554743145399581
25,102000,RENT,9.0,DEBTCONSOLIDATION,C,23600,13.49,0,0.23,N,4,0.20932434317368084
23,75000,RENT,3.0,PERSONAL,E,23575,14.5,1,0.31,N,4,0.8398955026990482
22,18000,OWN,2.0,MEDICAL,C,4000,,1,0.22,N,2,0.19907656102153024
22,18000,OWN,1.0,MEDICAL,D,5400,15.31,1,0.3,Y,2,0.8155012220533118
25,18000,MORTGAGE,1.0,MEDICAL,B,4000,,1,0.22,N,3,0.24604564561476516
21,18000,OWN,5.0,VENTURE,B,3375,,1,0.19,N,2,0.051586961193997596
22,66960,RENT,1.0,VENTURE,A,23400,7.49,1,0.35,N,2,0.3936017162841563
22,43385,RENT,7.0,PERSONAL,C,23000,,1,0.53,N,3,0.7823151404296443
25,56544,RENT,3.0,EDUCATION,B,23000,,1,0.41,N,2,0.6190791337301621
23,60000,RENT,2.0,VENTURE,B,23000,12.18,1,0.38,N,4,0.5738465873272682
24,18000,MORTGAGE,3.0,VENTURE,C,1200,11.34,0,0.07,Y,4,0.0738060924247083
25,63208,RENT,9.0,EDUCATION,B,23000,9.91,1,0.36,N,3,0.603339539525271
24,65000,RENT,0.0,HOMEIMPROVEMENT,B,23000,11.99,1,0.35,N,4,0.7595658082851878
23,68000,RENT,7.0,EDUCATION,B,23000,9.62,1,0.34,N,2,0.5673619570978333
22,18000,OWN,1.0,DEBTCONSOLIDATION,B,3000,9.96,1,0.17,N,3,0.15547239738260457
25,80000,RENT,9.0,VENTURE,C,23000,,0,0.29,N,2,0.23350744248932076
24,88000,RENT,1.0,VENTURE,D,23000,14.54,1,0.26,N,2,0.6602831576802031
22,58600,RENT,5.0,MEDICAL,B,22750,11.36,1,0.39,N,4,0.7727780736950554
23,70000,RENT,7.0,DEBTCONSOLIDATION,C,22500,14.27,1,0.32,N,2,0.5097612188495872
24,18287,OWN,3.0,HOMEIMPROVEMENT,B,3000,11.99,1,0.16,N,3,0.11965036686135742
26,69846,RENT,2.0,EDUCATION,F,22500,18.99,1,0.32,Y,2,0.8845197254819502
24,73000,RENT,0.0,VENTURE,E,22400,16.7,1,0.31,Y,4,0.8008901190343428
24,18500,MORTGAGE,8.0,PERSONAL,A,5000,9.32,1,0.27,N,3,0.14482767608087047
23,35000,RENT,2.0,DEBTCONSOLIDATION,B,22250,12.69,1,0.64,N,3,0.9128632289910928
25,43000,RENT,9.0,HOMEIMPROVEMENT,C,22000,13.11,1,0.51,N,2,0.8491993905694019
25,52000,RENT,4.0,PERSONAL,B,22000,10.74,1,0.42,N,2,0.6997184906165331
21,18701,MORTGAGE,0.0,PERSONAL,D,4200,14.11,1,0.22,Y,4,0.6622978787302723
22,57000,RENT,6.0,EDUCATION,B,22000,9.63,1,0.39,N,3,0.6109044051256358
25,58000,RENT,0.0,MEDICAL,C,22000,14.65,1,0.38,N,2,0.8497235080746733
23,60000,RENT,6.0,DEBTCONSOLIDATION,B,22000,10.25,1,0.37,N,4,0.775061126880198
24,60000,RENT,3.0,VENTURE,C,22000,14.26,1,0.37,Y,2,0.6261740878628721
25,18840,MORTGAGE,5.0,EDUCATION,B,3000,9.91,1,0.16,N,2,0.1018747107856605
26,56000,RENT,7.0,MEDICAL,E,22000,17.19,1,0.39,N,3,0.9794627739167486
22,70000,RENT,3.0,EDUCATION,B,22000,11.36,1,0.31,N,4,0.25172040638886833
22,66000,RENT,1.0,EDUCATION,F,22000,,1,0.33,N,2,0.9712791121688562
23,74064,RENT,3.0,DEBTCONSOLIDATION,B,22000,10.59,0,0.3,N,3,0.41408202038598735
24,76597,RENT,5.0,EDUCATION,B,22000,9.25,0,0.29,N,2,0.22090452050294654
22,19000,OWN,6.0,MEDICAL,A,3625,8.49,1,0.19,N,3,0.07095267295276347
26,77000,RENT,0.0,VENTURE,A,22000,6.54,0,0.29,N,3,0.1165713562692393
21,19000,OWN,5.0,MEDICAL,A,6000,8.49,1,0.32,N,3,0.13335632432860284
24,80000,RENT,0.0,MEDICAL,A,22000,,0,0.28,N,4,0.2746473717813062
26,82600,RENT,10.0,VENTURE,B,22000,12.69,0,0.27,N,2,0.18158060651629818
24,19000,OWN,3.0,MEDICAL,C,7400,13.85,1,0.39,N,2,0.6545527180734013
25,19000,OWN,3.0,DEBTCONSOLIDATION,A,4000,7.4,1,0.21,N,3,0.07606512857719522
23,84000,RENT,3.0,DEBTCONSOLIDATION,B,22000,11.71,0,0.26,N,4,0.40747646877172494
25,77650,RENT,8.0,PERSONAL,B,22000,11.48,1,0.28,N,3,0.26613345040009717
25,82000,RENT,1.0,EDUCATION,E,22000,17.51,1,0.27,N,2,0.8333547485012325
21,19012,MORTGAGE,0.0,DEBTCONSOLIDATION,D,3500,14.61,1,0.18,N,3,0.7892423025137283
23,99996,RENT,3.0,DEBTCONSOLIDATION,A,22000,7.88,0,0.22,N,4,0.0931265165654116
23,110000,RENT,0.0,PERSONAL,B,22000,,0,0.2,N,3,0.11278897269997401
22,19200,MORTGAGE,6.0,PERSONAL,B,4950,11.71,1,0.26,N,2,0.26004053206953703
25,57000,RENT,4.0,PERSONAL,B,21700,11.99,1,0.38,N,2,0.6841019134898998
24,54000,RENT,5.0,VENTURE,C,21600,13.49,1,0.4,N,2,0.6349129100942918
23,56000,RENT,8.0,MEDICAL,G,21600,21.21,1,0.39,Y,4,0.9994215469435388
26,63000,RENT,2.0,DEBTCONSOLIDATION,C,21600,14.35,1,0.34,Y,3,0.8475837627968282
22,82000,RENT,3.0,PERSONAL,C,21600,13.61,0,0.26,Y,3,0.3432825750491124
22,78000,RENT,6.0,DEBTCONSOLIDATION,B,21600,11.26,1,0.28,N,3,0.4103798037190833
22,19200,OWN,0.0,VENTURE,B,2400,10.59,0,0.13,N,3,0.04144333706834954
24,112140,RENT,8.0,MEDICAL,A,21600,7.9,0,0.19,N,2,0.08711364756102515
24,19200,MORTGAGE,,HOMEIMPROVEMENT,A,7000,5.99,1,0.36,N,4,0.5267053604938801
25,19200,OWN,4.0,EDUCATION,B,3000,11.99,1,0.16,N,4,0.06352438755321273
24,59000,RENT,5.0,MEDICAL,D,21500,16.89,1,0.36,N,3,0.9743011345103434
24,70000,RENT,5.0,HOMEIMPROVEMENT,B,21500,9.99,1,0.31,N,3,0.39632858229073414
24,116000,RENT,5.0,EDUCATION,D,21500,15.33,0,0.19,Y,3,0.4838932300342208
25,60000,RENT,5.0,EDUCATION,A,21450,7.29,1,0.36,N,4,0.42855144354893404
22,31000,RENT,5.0,DEBTCONSOLIDATION,B,21250,12.42,1,0.69,N,3,0.9033039484399845
25,47052,RENT,5.0,VENTURE,B,21250,10.99,1,0.45,N,2,0.6158721724911952
25,51060,RENT,9.0,VENTURE,A,21250,6.91,1,0.42,N,2,0.3899145634736728
22,19200,MORTGAGE,6.0,DEBTCONSOLIDATION,C,5000,14.17,1,0.26,Y,2,0.4652029859504307
22,53000,RENT,3.0,MEDICAL,B,21250,10.25,1,0.4,N,3,0.7970343379991179
26,19200,OWN,0.0,EDUCATION,B,9250,,1,0.48,N,2,0.4234070759692796
24,56000,RENT,8.0,VENTURE,D,21250,15.95,1,0.38,Y,3,0.9268106380339459
24,65000,RENT,4.0,EDUCATION,D,21250,15.95,1,0.33,Y,4,0.9386195252182635
21,35000,RENT,3.0,VENTURE,B,21000,12.53,1,0.6,N,4,0.7573753070892855
22,19200,MORTGAGE,6.0,HOMEIMPROVEMENT,D,1400,14.91,1,0.07,Y,4,0.6272018276755521
23,19200,MORTGAGE,7.0,MEDICAL,A,3000,,1,0.16,N,4,0.10980480735876331
26,40000,RENT,3.0,MEDICAL,A,21000,6.54,1,0.53,N,4,0.6857942952039344
25,19200,OWN,2.0,VENTURE,B,1000,,0,0.05,N,3,0.02932082035555888
26,42000,RENT,0.0,MEDICAL,F,21000,17.26,1,0.5,Y,4,0.9904346829461079
